date,split,seed,model,n_queries,n_pairs,ndcg10_mean,ndcg10_std,wall_s,pairs_per_s,k_candidates,max_seq_len,batch_size,fp16,torch,transformers,sentence_transformers,ir_datasets,arm
2022-11,train,1,jinaai/jina-reranker-v2-base-multilingual,1000,98704,0.38768609995267567,0.38297041718646596,234.51,420.9,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-11,train,2,jinaai/jina-reranker-v2-base-multilingual,1000,99481,0.3801820375092001,0.3864171707198588,236.48,420.7,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-11,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,98683,0.380613190773707,0.38650290187973424,234.75,420.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2022-12,train,1,bm25,1000,98420,0.32509623151842865,0.35604946508347923,0.0,70721843.4,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-12,train,2,bm25,1000,99030,0.31586680601418615,0.35320263367084376,0.0,74732264.3,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-12,train,42,bm25,1000,98896,0.31095445293127466,0.3506780338013368,0.0,47672668.5,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2022-12,train,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98420,0.3777549024072478,0.376343195618268,180.78,544.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-12,train,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,99030,0.37393763195780344,0.37864232720371044,181.04,547.0,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-12,train,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98896,0.3754677841598975,0.3747665580073369,179.51,550.9,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2022-12,train,1,jinaai/jina-reranker-v2-base-multilingual,1000,98420,0.4228585361911448,0.3828641437357146,230.33,427.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
